"id","age","created_at","updated_at"
"0c9d4d4f-be64-4a4e-b256-84558fa91dee","18","2024-04-24 17:39:21",
"0ecf3937-7c85-4554-99db-bd7ae7ec9016",Livre,"2024-04-24 17:39:03",
"13d0737c-c469-4b85-984f-5d55b5420e08","16","2024-04-24 17:39:13",
"8e88a523-b5d2-4a54-9ec0-d5383e3c0aea","14","2024-04-24 17:39:17",
ae11f46e-bbab-430d-8c05-eb5366e30e36,"12","2024-04-24 17:39:09",
ae39f1d6-c4b5-4d16-82de-c5d9a1703535,"10","2024-04-24 17:38:12",
