"show_id","genre_id"
c31a7e2f-2ec2-4b8b-a990-1836c7f84029,"47592aab-ad02-4116-a538-38177e33a15e"
c31a7e2f-2ec2-4b8b-a990-1836c7f84029,"64f4a189-9ca6-4a5e-8da0-dee0df61e4b3"
