"movie_id","genre_id"
c6392fed-1bf8-45bb-b410-a58f9a69ea95,"334997ae-1535-4cc2-81b0-786aa89a9673"
c6392fed-1bf8-45bb-b410-a58f9a69ea95,"64f4a189-9ca6-4a5e-8da0-dee0df61e4b3"
c6392fed-1bf8-45bb-b410-a58f9a69ea95,f8d4d16d-6c59-4721-91de-68ead028cc18
